0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a 2 a 0 0 a 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;0 a 2 a a 2 a 0;Z
 -0.00000002; -0.00000002;0.48913441;0.48913415; -0.24456717;0.24456717;0.24456717; -0.24456717; -0.24456715; -0.24456715; -0.24456715; -0.24456715;485
 -0.00000002; -0.00000002;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;490
 -0.00000002; -0.00000002;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;495
 -0.00000002; -0.00000002;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;500
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;505
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;510
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;515
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;520
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;525
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;530
 -0.00000001; -0.00000001;0.48913441;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;535
 -0.00000001; -0.00000001;0.48913442;0.48913415; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;540
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;545
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;550
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;555
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;560
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;565
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;570
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456716;0.24456716;0.24456716; -0.24456716; -0.24456715; -0.24456715; -0.24456715; -0.24456715;575
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;580
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;585
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;590
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;595
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;600
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;605
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;610
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;615
 -0.00000001; -0.00000001;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;620
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;625
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;630
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;635
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;640
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;645
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;650
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;655
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;660
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;665
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;670
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;675
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;680
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;685
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;690
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;695
 -0.00000000; -0.00000000;0.48913442;0.48913416; -0.24456715;0.24456715;0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715; -0.24456715;700
